"Chemical, Pharmacological or Therapeutic subgroup
(ATC
classification)","International Non‐proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language
(Cyrillic
alphabet)","Brand name in Ukraine Cyrillic alphabet","Brand name in Ukraine (Latin alphabet)","Manufacturer","Dosage form
in Ukrainian language (Cyrillic alphabet)","Dosage form (in English)","Information for patients in Ukrainian","Chemical, Pharmacological or Therapeutic subgroup (ATC
classification)","International Non‐ proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language (Cyrillic
alphabet)","Brand name in Ukraine (Cyrillic alphabet)","Chemical, Pharmacological or Therapeutic
subgroup
(ATC classification)","Dosage form in Ukrainian
language (Cyrillic alphabet)","Informatio n for patients in Ukrainian","Dosage form in Ukrainian language (Cyrillic
alphabet)","...1","...2","...3","...4","...5","...6","‐ 0.06 мг/0,015 мг, (жовті таблетки);
‐ плацебо (зелені
таблетки);","‐ 0.06 mg / 0.015 mg (yellow tablets);
‐ placebo (green
pills);","...9","G03AA12","Drospirenone / Ethinylestradiol","Дроспіренон /
Естрадіол","ЛІБЕРАТТІ®","LIBERATTI®","Лабораторіос Леон Фарма, С.А., Іспанія","таблетки, по 3
мг/0,02 мг;","tablets, 3 mg / 0.02 mg;","https://compendium. com.ua/info/337142/
liberatti/","G03AA16","Dienogest / Ethinylestradiol","Дієногест /
Етинілестрадіол","СИЛУЕТ®","SILUETTE®","ВАТ ""Гедеон Ріхтер"", Угорщина","таблетки, по 2
мг/0,03 мг;","tablets, 2 mg / 0.03 mg;","https://compendium. com.ua/info/200618/
siluet‐sup‐sup‐/","G03AD01","Levonorgestrel","Левоноргестрел","ЛЕРГЕСАН","LERGESUN","Сан Фармасьютикал Індастріз Лтд., Індія","таблетки, по 0,75
мг; 1,5 мг;¤","tablets, 0.75 mg; 1.5 mg;","https://compendium. com.ua/info/452740/
lergesan/","Ukrainian alphabet","Latin alphabet","Position in a word","Examples...4","Examples...5"
,,"Кореневищ з коренями валеріани
/ плодів глоду / трави звіробою / листя м’яти перцевої /
шишок хмелю",,"SEDAVIT","ПАТ
""Київмедпрепарат "", Україна","‐ табл.
‐ розчин оральний по 100 мл або 200 мл у флаконі;","‐ tablet.
‐ oral solution of 100 ml or 200 ml in a vial","https://compendium.co m.ua/result/?term=%D0
%A1%D0%95%D0%94% D0%90%D0%92%D0%98
%D0%A2",,"Comb drug",,"СЕДАВІТ®","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Екстракт кореневищ із коренями валеріани (Rhizoma cum radicibus
Valerianae) / сухий екстракт шишок
хмелю (Lupuli flos)",,"NA SON","ПрАТ «Технолог»,
Україна","‐ табл.","‐ tablet.","https://compendium.co m.ua/info/172091/na‐
son/",,"Comb drug",,"НА СОН","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Hyperici herba (трава звіробою), Passiflorae herba (трава пасифлори),
Valerianae radix (корінь валеріани), Crataegi folium cum flore (листя та
квітки глоду), Lupuli flos (шишки хмелю), Melissae herba (трава меліси),
Sambusi flos (квітки бузини) /
гвайфенезин",,"NOVO‐PASSIT","ТЕВА Чех Індастріз с.р.о., Чеська Республіка","‐ розчин оральний по
100 мл у флаконі;
‐ по 5 мл у саше;
‐ табл.","‐ oral solution of 100 ml in a vial;
‐ 5 ml in a sachet;
‐ tablet.","https://compendium.co m.ua/info/141162/novo
‐passit/",,"Comb drug",,"НОВО‐ПАСИТ","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"екстракту валеріани (коренів) (Valeriana officinalis L. / екстракту
листя меліси сухого (Melissa officinalis L. / екстракту листя м’яти
перцевої сухого
(Mentha piperita L.)",,"PERSEN®","Лек фармацевтична компанія д.д., Словенія","‐ табл.","‐ tablet.","https://compendium.co m.ua/info/2317/persen‐
sup‐sup‐/",,"Comb drug",,"ПЕРСЕН®","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"трави пасифлори сухий екстракт (Passiflora incarnatа L.) / листя і
квіток глоду сухий екстракт
(Crataegus species,",,"PERSEN® CARDIO","Лек фармацевтична компанія д.д., Словенія","‐ капсули по 200 мг/160 мг;","‐ capsules of 200 mg / 160 mg","https://compendium.co m.ua/info/2317/112158
/",,"Comb drug",,"ПЕРСЕН® КАРДІО","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"екстракт пасифлори (трави) сухий (Passiflora incarnate L.

/ екстракт валеріани (коріння) сухий (Valeriana officinalis
L.)",,"PERSEN® NIGHT","Лек фармацевтична компанія д.д., Словенія","‐ капсули .","‐ capsules.","https://compendium.co m.ua/info/2317/347550
/",,"Comb drug",,"ПЕРСЕН® НАЙТ","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"екстракту валеріани (коренів) (Valeriana officinalis L.) / екстракту
листя меліси сухого (Melissa officinalis L.) / екстракту листя м’яти
перцевої сухого
(Mentha piperita L.)",,"PERSEN® FORTE","Лек фармацевтична компанія д.д., Словенія","капсули .","capsules.","https://compendium.co m.ua/info/2317/140724
/",,"Comb drug",,"ПЕРСЕН®ФОРТЕ","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(Valerianae radices extractum spissum) / м’яти",,"MENOVALEN","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐
фармацевтичний
завод"", Україна","‐ капсули.","‐ capsules.","https://compendium.co m.ua/info/170192/men
ovalen/",,"Comb drug",,"МЕНОВАЛЕН","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"валеріани екстракту сухого (Valeriana officinalis L.) / м’яти
перцевої екстракту сухого (Mentha piperita L.) / м’яти лимонної (меліси)
екстракту сухого
(Melissa officinalis L.)",,"SEDASEN","Спільне українсько‐ іспанське підприємство ""Сперко Україна"",
Україна","капсули.","capsules.","https://compendium.co m.ua/info/173004/1291
61/",,"Comb drug",,"СЕДАСЕН","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Валеріани кореневищ з коренями екстракту густого (Valerianae)/
пустирника трави екстракту густого (Leonuri herba)/ / глоду плодів
екстракту густого
(Сrataegi fructus)",,"‐","ПРАТ ""ФІТОФАРМ"",
Україна","‐ табл.
‐ краплі оральні по 50 мл у флаконах;","‐ tablet.
‐ oral drops of 50 ml in vials","https://compendium.co m.ua/info/503070/8550
7‐100112‐112162/
https://compendium.co m.ua/info/169983/6847
01/",,"Comb drug",,"СЕДАФІТОН®","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Сухого екстракту пасифлори (Passiflorae herba) / етилового ефіру ‐
бромізовалеріанової
кислоти",,"SEDISTRESS","ТОВ ""Фарма Старт"", Україна","‐ табл.","‐ tablet.","https://compendium.co m.ua/info/252063/sedis
tress/",,"Comb drug",,"СЕДІСТРЕС","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Доксиламін",,"SONDOX","ПАТ
""Хімфармзавод ""Червона зірка"", Україна /ТОВ ""Фармацевтична компанія
""Здоров'я"",
Україна","‐ табл. по 0,015 г;","‐ tablet. 0.015 g each","https://compendium.co m.ua/info/166512/sond
oks‐sup‐sup‐/",,"Doxylamine",,"СОНДОКС®","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Доксиламін",,"SONMIL","АТ ""Київський вітамінний завод"",
м.Київ, Україна","‐ табл. по 15 мг;","‐ tablet. 15 mg","https://compendium.co m.ua/info/170205/son
mil/",,"Doxylamine",,"СОНМІЛ","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Валеріани коренів
(Radices Valerianae)/
м’яти перцевої листя",,"TRIVALUMEN","ПАТ ""Науково‐ виробничий центр
""Борщагівський","‐ капсули.","‐ capsules.","https://compendium.co m.ua/info/169679/trival
umen/",,"Comb drug",,"ТРИВАЛУМЕН","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(Folia Menthae piperitae)/ бобівника трилистого листя (Folia
Menyanthidis trifoliatae)/ хмелю супліддя (Strobili
lupuli)",,"","хіміко‐ фармацевтичний завод"", Україна","","","",,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"траву кропиви собачої (Herba Leonuri)/ шишки хмелю звичайного
(Strobili Lupuli)/ листя м’яти перцевої (Folia Menthae Piperitae) /
кореневища з коренями валеріани (Valerianae) / корені та кореневища
солодки
(Glycyrrhizae)",,"TRIVALUMEN‐ ZDOROVYE FORTE","ОВ ""Фармекс Груп"", Україна","‐ капсули.","‐ capsules.","",,"Comb drug",,"ТРИВАЛУМЕН‐ЗДОРОВ’Я ФОРТЕ","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Сrataegi fructus (глоду плоди) / leonuri cardiacae herba (собачої
кропиви трава) / lupuli strobili (хмелю шишки) / aveni fructus (вівса
плоди) / melissae officinalis herba (меліси лікарської трава) /
coriandri fructus (коріандру плоди) / meliloti herba
(буркуну трава)",,"‐","АТ ""Хімфармзавод ""Червона зірка"", Україна","‐ капсули.","‐ capsules.","https://compendium.co m.ua/info/169273/1060
97/",,"Comb drug",,"ФІТОСЕД®","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"екстракту сухого траву кропиви собачої/ шишки хмелю звичайного /
листя м’яти перцевої
/ кореневища з коренями валеріани, корені / кореневища
солодки",,"‐","ТОВ
""Фармацевтична компанія ""Здоров'я"", Україна","‐ капсули .","‐ capsules.","https://compendium.co m.ua/info/168038/floris
ed‐zdorov_e/",,"Comb drug",,"ФЛОРИСЕД‐ЗДОРОВ’Я","N05CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"сухий екстракт коріння валеріани (Valerianae officinalis)
/ сухий екстракт шишок хмелю
(Humuli Lupuli)",,"ALLUNA®","Макс Целлєр Зьоне АГ, Швейцарія","‐ табл.","‐ tablet.","https://compendium.co m.ua/info/200244/allun
a/",,"Comb drug",,"АЛЛУНА","N05CM09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Валеріани екстракт сухий (valerianae radix);",,"VALERIANA","ПАТ ""Лубнифарм"",
Україна","Настойка для перорального застосування по 25 мл у
флаконах","Tincture for oral administration of 25 ml in vials","https://compendium.co m.ua/info/372930/6096
/",,"Valerianae radix",,"ВАЛЕРІАНА","N05CM09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Валеріани екстракт",,"NOKSON","ПАТ
""Київмедпрепарат
"", Україна","‐ табл. по 450 мг,","‐ tablet. 450 mg,","https://compendium.co m.ua/info/281100/noks
on/",,"Valerianae radix",,"НОКСОН","N05CM09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Дексмедетомідин;",,"DEXMEDETOMIDIN E EVER PHARMA","ЕВЕР Фарма Єна ГмбХ/ Німеччина","‐концентрат для розчину для інфузій, 100 мкг/мл по 2 мл в ампулі; по
4 мл у флаконі, по 10 мл у
флаконі;","‐concentrate for solution for infusion, 100 μg / ml 2 ml in an
ampoule; 4 ml in a bottle, 10 ml in a
bottle;","https://compendium.co m.ua/info/345586/deks
medetomidin/",,"Dexmedetomidine",,"ДЕКСМЕДЕТОМІДИН ЕВЕР ФАРМА","N05CM18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Дексмедетомідин;",,"DEXMEDETOMIDIN E KALCEKS","ХБМ Фарма с.р.о., Словаччина /АТ ""Гріндекс"" Латвія","‐ концентрат для розчину для інфузій, 100 мкг/мл, по 2 мл в
ампулі,","‐ concentrate for solution for infusion, 100 μg / ml, 2 ml in an
ampoule,","",,"Dexmedetomidine",,"ДЕКСМЕДЕТОМІДИН КАЛЦЕКС","N05CM18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Дексмедетомідин",,"‐","ТОВ ""Фармідея"",
Латвія","‐ концентрат для розчину для інфузій, 100 мкг/мл, по 2 мл у
скляному флаконі,","‐ concentrate for solution for infusion, 100 μg / ml, 2 ml in a glass
vial,","",,"Dexmedetomidine",,"МИРОДЕКС","N05CM18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Трави пасифлори (Passiflorae herba), доксиламін (doxilami
nе);",,"BIOSON","ТОВ ""Фарма Старт"", Україна","‐ табл.","‐ tablet.","https://compendium.co m.ua/info/255167/bios
on/",,"Doxylamine, combinations",,"БІОСОН","N05CM50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"етиловий ефір ‐ бромізовалеріанової кислоти / ментолу в
ментиловому ефірі кислоти ізовалеріанової (валідол) /

доксиламін",,"SONOBARBOVAL","АТ ""Фармак"",
Україна","краплі оральні, розчин по 5 мл у флаконі","oral drops, 5 ml solution in a vial","https://compendium.co m.ua/info/358134/sono
barboval/",,"Comb drug",,"СОНОБАРБОВАЛ","N05CX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA02",,,,"MELIPRAMIN®","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина","‐ табл. по 25 мг;","‐ tablet. 25 mg each;","https://compendium.co m.ua/info/8108/melipra
min‐sup‐sup‐/",,"Imipramine","Іміпрамін","МЕЛІПРАМІН®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA04",,,,"ANAFRANIL®","Новартіс Фарма С.п.А., Італія","‐ табл. по 25 мг","‐ tablet. 25 mg","https://compendium.co m.ua/info/7245/anafran
il",,"Clomipramine","Кломіпрамін","АНАФРАНІЛ®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA04",,,,"CLOFRANIL","Сан Фармасьютикал
Індастріз Лтд, Індія","‐ табл. по 25 мг;","‐ tablet. 25 mg each;","",,"Clomipramine","Кломіпрамін","КЛОФРАНІЛ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA09",,,,"AMITRIPTYLINE","ПрАТ ""Технолог"",
Україна","‐ табл. по 25 мг","‐ tablet. 25 mg","https://compendium.co m.ua/info/166162/4307
0/",,"Amitriptyline","Амітриптилін","АМІТРИПТИЛІН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA09",,,,"AMITRIPTYLINE HYDROCHLORID‐ZN","ТОВ ""Харківське фармацевтичне підприємство ""Здоров'я народу"",
Україна","розчин для ін'єкцій, 10
мг/мл по 2 мл в ампулі","solution for injection, 10 mg / ml 2 ml in an ampoule","",,"Amitriptyline","Амітриптилін","АМІТРИПТИЛІНУ ГІДРОХЛОРИД‐ЗН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA09",,,,"SAROTEN®","Х. Лундбек А/С,
Данія","‐ табл. по 25 мг;","‐ tablet. 25 mg each;","",,"Amitriptyline","Амітриптилін","САРОТЕН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA12",,,,"DOXEPIN","ТОВ Тева Оперейшенз
Поланд, Польща","‐ капсули по 10 мг; 25 мг;","‐ capsules of 10 mg; 25 mg;","https://compendium.co m.ua/info/3809/6398/",,"Doxepin","Доксепін","ДОКСЕПІН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AA12",,,,"DOXEPIN‐ZN","ТОВ ""Харківське фармацевтичне підприємство ""Здоров'я народу"",
Україна","‐ капсули по 25 мг;","‐ capsules of 25 mg;","",,"Doxepin","Доксепін","ДОКСЕПІН‐ЗН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB03",,,,"FLUXEN","ПАТ
""Київмедпрепарат
"", Україна","‐ капсули по 20 мг;","‐ 20 mg capsules;","https://compendium.co m.ua/info/168124/fluks
en‐sup‐sup‐/",,"Fluoxetine","Флуоксетин","ФЛУКСЕН®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB03",,,,"FLUOXETINE","КУСУМ ХЕЛТХКЕР
ПВТ ЛТД, Індія","‐ капсули по 20 мг;","‐ 20 mg capsules;","https://compendium.co m.ua/info/376305/6116
42‐611643/",,"Fluoxetine","Флуоксетин","ФЛУОКСЕТИН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB03",,,,"PRODEP","Сан Фармасьютикал
Індастріз Лтд, Індія","‐ капсули по 20 мг;","‐ 20 mg capsules;","https://compendium.co m.ua/info/8884/prodep
/",,"Fluoxetine","Флуоксетин","ПРОДЕП",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB04",,,,"CIPRAMIL®","Х. Лундбек А/С,
Данія","‐ табл. по 20 мг;","‐ tablet. 20 mg each;","https://compendium.co
m.ua/info/133572/",,"Citalopram","Циталопрам","ЦИПРАМІЛ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB05",,,,"РAХIL™","ГлаксоСмітКляйн Фармасьютикалз
С.А., Польща","‐ табл. по 20 мг;","‐ tablet. 20 mg each;","https://compendium.co m.ua/info/_2947/",,"Paroxetine","Пароксетин,","ПАКСИЛ™",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB05",,,,"PAROXETINE","Медокемі ЛТД, Кіпр","‐ табл. по 20 мг;","‐ tablet. 20 mg each;","https://compendium.co m.ua/info/168407/paro
ksetin/",,"Paroxetine","Пароксетин,","ПАРОКСЕТИН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB05",,,,"PAROXIN","ТОВ ""Фарма Старт"", Україна","‐ табл. по 20 мг;","‐ tablet. 20 mg each;","https://compendium.co m.ua/info/169200/paro
ksin/",,"Paroxetine","Пароксетин,","ПАРОКСИН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB05",,,,"REXETIN®","ВАТ ""Гедеон Ріхтер"", Угорщина","‐ табл. по 20 мг;","‐ tablet. 20 mg each;","https://compendium.co m.ua/info/166451/rekse
tin‐sup‐sup‐/",,"Paroxetine","Пароксетин,","РЕКСЕТИН®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"ASENTRA®","КРКА, д.д., Ново
место, Словенія","‐ табл. по 50 мг, по 100
мг","‐ tablet. 50 mg, 100 mg","https://mozdocs.kiev.ua
/likiview.php?id=45022",,"Sertraline","Сертралін;","АСЕНТРА®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"DEBITUM‐SANOVEL","Сановель Іляч Санаі ве Тиджарет
А.Ш., Туреччина","‐ табл. по 25 мг; 50 мг; 100 мг,","‐ tablet. 25 mg each; 50
mg; 100 mg,","",,"Sertraline","Сертралін","ДЕБІТУМ‐САНОВЕЛЬ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"ZOLOFT®","Хаупт Фарма
Латіна С.р.л., Італія","‐ табл. по 50 мг;","‐ tablet. 50 mg;","https://mozdocs.kiev.ua
/likiview.php?id=43146",,"Sertraline","Сертралін","ЗОЛОФТ®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"SERLIFT","Сан Фармасьютикал Індастріз Лімітед,
Індія","‐ табл. по 50 мг; 100 мг;","‐ tablet. 50 mg; 100 mg;","https://compendium.co m.ua/info/169788/serlif
t/",,"Sertraline","Сертралін","СЕРЛІФТ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"SERTRALOFT 25,
SERTRALOFT 50,
SERTRALOFT 100","ТОВ
""Фармацевтична компанія ""Здоров'я"",
Україна","‐ табл. по 100 мг;","‐ tablet. 100 mg each;","https://compendium.co m.ua/info/169054/",,"Sertraline","Сертралін","СЕРТРАЛОФТ 25;
СЕРТРАЛОФТ 50;
СЕРТРАЛОФТ 100;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB06",,,,"STIMULOTON®","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина","‐ табл. по 50 мг;","‐ tablet. 50 mg;","https://compendium.co m.ua/info/166335/stim
uloton‐sup‐sup‐/",,"Sertraline","Сертралін","СТИМУЛОТОН®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB08",,,,"FEVARIN®","Майлан Лабораторіз САС","‐ табл. по 50 мг; 100 мг;","‐ tablet. 50 mg; 100 mg;","https://compendium.co m.ua/info/5283/fevarin‐
sup‐sup‐/",,"Fluvoxamine","Флувоксамін;","ФЕВАРИН®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB10",,,,"EZOPRAM","Актавіс Лтд, Мальта","‐ капсули по 10 мг; 20 мг;","‐ capsules of 10 mg; 20 mg;","https://compendium.co m.ua/info/171118/ezop
ram/",,"Escitalopram","Есциталопрам","ЕЗОПРАМ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB10",,,,"‐","Ейч.Бі.Ем. Фарма, с.р.о., Словацька
Республіка","‐ табл. по 30 мг; 60 мг;","‐ tablet. 30 mg each; 60 mg;","",,"Escitalopram","Есциталопрам","ЕЗОПРЕКС",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N06AB10",,,,"DEPRESAN","ТОВ ""Харківське фармацевтичне
підприємство","‐ табл. по 5 мг; 10 мг; 20
мг","‐ tablet. 5 mg; 10 mg; 20 mg","https://compendium.co m.ua/info/220267/depr
esan/",,"Escitalopram","Есциталопрам","ДЕПРЕСАН",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,"","""Здоров'я народу"",
Україна","","","",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
